spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts;mask1;score1;sequence1;mask2;score2;sequence2;mask3;score3;sequence3
communities;N;N;non;R;;P;to work;moi-meme;work as;communities work as [MASK].;one;0.1835066229104995;communities work as one.;well;0.1238023713231086;communities work as well.;such;0.0740997642278671;communities work as such.
person;N;N;non;R;;S;job;moi-meme;has a job as;person has a job as [MASK].;well;0.3848733603954315;person has a job as well.;such;0.0539654120802879;person has a job as such.;manager;0.0318898595869541;person has a job as manager.
person;N;N;non;R;;S;to be;moi-meme;is;person is [MASK].;different;0.0476357489824295;person is different.;human;0.0218798164278268;person is human.;born;0.0112329116091132;person is born.
person;N;N;non;R;;S;to need;moi-meme;needs;person needs [MASK].;help;0.2138671278953552;person needs help.;it;0.0741024762392044;person needs it.;money;0.0414796508848667;person needs money.
person;N;N;non;R;;S;to work;moi-meme;works as;person works as [MASK].;well;0.1904443055391311;person works as well.;such;0.0804599747061729;person works as such.;one;0.0434591621160507;person works as one.
someone;N;N;non;R;;S;job;moi-meme;has a job as;someone has a job as [MASK].;well;0.1806133687496185;someone has a job as well.;manager;0.049557439982891;someone has a job as manager.;such;0.0403086692094802;someone has a job as such.
someone;N;N;non;R;;S;to be;moi-meme;is;someone is [MASK].;dying;0.039232388138771;someone is dying.;crying;0.035424280911684;someone is crying.;there;0.0332851409912109;someone is there.
someone;N;N;non;R;;S;to need;moi-meme;needs;someone needs [MASK].;help;0.2604759335517883;someone needs help.;it;0.1051834002137184;someone needs it.;you;0.0669705048203468;someone needs you.
someone;N;N;non;R;;S;to work;moi-meme;works as;someone works as [MASK].;well;0.1336253434419632;someone works as well.;such;0.0664380192756652;someone works as such.;one;0.0403456464409828;someone works as one.
somebody;N;N;non;R;;S;job;moi-meme;has a job as;somebody has a job as [MASK].;well;0.1307026296854019;somebody has a job as well.;manager;0.0484145693480968;somebody has a job as manager.;such;0.038724523037672;somebody has a job as such.
somebody;N;N;non;R;;S;to be;moi-meme;is;somebody is [MASK].;upset;0.042855329811573;somebody is upset.;there;0.0332830138504505;somebody is there.;crying;0.0260327644646167;somebody is crying.
somebody;N;N;non;R;;S;to need;moi-meme;needs;somebody needs [MASK].;help;0.2632479071617126;somebody needs help.;it;0.096615545451641;somebody needs it.;something;0.0581106655299663;somebody needs something.
somebody;N;N;non;R;;S;to work;moi-meme;works as;somebody works as [MASK].;well;0.1047131344676017;somebody works as well.;such;0.0759727880358696;somebody works as such.;one;0.0459671504795551;somebody works as one.
anybody;N;N;non;R;;S;job;moi-meme;has a job as;anybody has a job as [MASK].;well;0.2731907963752746;anybody has a job as well.;such;0.1032927930355072;anybody has a job as such.;a;0.026162127032876;anybody has a job as a.
anybody;N;N;non;R;;S;to be;moi-meme;is;anybody is [MASK].;welcome;0.0388951078057289;anybody is welcome.;here;0.0304330773651599;anybody is here.;free;0.0290202870965003;anybody is free.
anybody;N;N;non;R;;S;to need;moi-meme;needs;anybody needs [MASK].;help;0.2405996471643448;anybody needs help.;it;0.1136322543025016;anybody needs it.;money;0.0502459667623043;anybody needs money.
anybody;N;N;non;R;;S;to work;moi-meme;works as;anybody works as [MASK].;well;0.2512252330780029;anybody works as well.;such;0.1389088183641433;anybody works as such.;one;0.0383601523935794;anybody works as one.
community;N;N;non;R;;S;job;moi-meme;has a job as;community has a job as [MASK].;well;0.5941997766494751;community has a job as well.;such;0.0389103628695011;community has a job as such.;mayor;0.0123997498303651;community has a job as mayor.
community;N;N;non;R;;S;to be;moi-meme;is;community is [MASK].;important;0.0707520842552185;community is important.;everywhere;0.0693766698241233;community is everywhere.;key;0.0371035411953926;community is key.
community;N;N;non;R;;S;to need;moi-meme;needs;community needs [MASK].;help;0.0722460374236106;community needs help.;support;0.0545226261019706;community needs support.;more;0.0509566105902195;community needs more.
community;N;N;non;R;;S;to work;moi-meme;works as;community works as [MASK].;well;0.671313464641571;community works as well.;such;0.0627874433994293;community works as such.;one;0.0356067903339862;community works as one.
